_id,chapter,questionId,question_text,subject,subtopic,year
jh7989kj54wzmq5z0p867zaav17sz2k2,Computer Networks,2014-cs-cs-q.25,"Identify the correct order in which the following actions take place in an interaction between a web browser and a web server.

1. The web browser requests a webpage using HTTP.
2. The web browser establishes a TCP connection with the web server.
3. The web server sends the requested webpage using HTTP.
4. The web browser resolves the domain name using DNS.",Computer Networks,"Application layer protocols: DNS, SMTP, HTTP, FTP, Email.",2014
jh7b3zasvxk5q5qwzn79m33wpd7sya9v,Computer Networks,2014-cs-cs-q.26,"Consider a token ring network with a length of 2 km having 10 stations including a monitoring station. The propagation speed of the signal is 2 × 10⁸ m/s and the token transmission time is ignored. If each station is allowed to hold the token for 2 µsec, the minimum time for which the monitoring station should wait (in µsec) before assuming that the token is lost is __________.",Computer Networks,"Data link layer: framing, error detection, Medium Access Control, Ethernet bridging;",2014
jh7ds1yqt3h5ted9e0cqehry257sywcq,Computer Networks,2014-cs-cs-q.27,Let the size of congestion window of a TCP connection be 32 KB when a timeout occurs. The round trip time of the connection is 100 msec and the maximum segment size used is 2 KB. The time taken (in msec) by the TCP connection to get back to 32 KB congestion window is __________.,Computer Networks,"Transport layer: flow control and congestion control, UDP, TCP, sockets;",2014
jh78cqy06kz7wn0dcg5wqdjp7n7sy2e3,Computer Networks,2014-cs-cs-q.28,"Consider a selective repeat sliding window protocol that uses a frame size of 1 KB to send data on a 1.5 Mbps link with a one-way latency of 50 msec. To achieve a link utilization of 60%, the minimum number of bits required to represent the sequence number field is __________.",Computer Networks,"Data link layer: framing, error detection, Medium Access Control, Ethernet bridging;",2014
jh74333nt6k3azrfs6gfa0cp8d7sz11j,Databases,2014-cs-cs-q.29,"Consider the following four schedules due to three transactions (indicated by the subscript) using read and write on a data item x, denoted by r(x) and w(x) respectively. Which one of them is conflict serializable?",Databases,Transactions and concurrency control.,2014
jh71fsx4jet0ccpxw6n19e2zx57syvcv,Discrete Mathematics,2014-cs-cs-q.3,"Let G=(V,E) be a directed graph where V is the set of vertices and E the set of edges. Then which one of the following graphs has the same strongly connected components as G?",Engineering Mathematics,"Graphs: connectivity, matching, colouring.",2014
jh76yzwzcxtvtrdtxw3mpc9h4h7szp50,Databases,2014-cs-cs-q.30,"Given the following two statements:

S1: Every table with two single-valued attributes is in 1NF, 2NF, 3NF and BCNF.
S2: AB→C, D→E, E→C is a minimal cover for the set of functional dependencies AB→C, D→E, AB→E, E→C.

Which one of the following is CORRECT?",Databases,"Integrity constraints, normal forms.",2014
jh753hvn6b1kfenmj49gpxcd7h7szs0n,Operating System,2014-cs-cs-q.31,"An operating system uses the Banker's algorithm for deadlock avoidance when managing the allocation of three resource types X, Y, and Z to three processes P0, P1, and P2. The table given below presents the current system state. Here, the Allocation matrix shows the current number of resources of each type allocated to each process and the Max matrix shows the maximum number of resources of each type required by each process during its execution.

(Table showing Allocation and Max matrices for P0, P1, P2 with resources X, Y, Z)

There are 3 units of type X, 2 units of type Y and 2 units of type Z still available. The system is currently in a safe state. Consider the following independent requests for additional resources in the current state:

REQ1: P0 requests 0 units of X, 0 units of Y and 2 units of Z
REQ2: P1 requests 2 units of X, 0 units of Y and 0 units of Z

Which one of the following is TRUE?",Operating System,Deadlock.,2014
jh73e28g18h1mjhe1h74bkp9657syha1,Operating System,2014-cs-cs-q.32,"Consider the following set of processes that need to be scheduled on a single CPU. All the times are given in milliseconds.

(Table with Process Name, Arrival Time, Execution Time)

Using the shortest remaining time first scheduling algorithm, the average process turnaround time (in msec) is __________.",Operating System,CPU and I/O scheduling.,2014
jh737kdq55dsw9r0z51k9gpj9x7sy8w5,Operating System,2014-cs-cs-q.33,"Assume that there are 3 page frames which are initially empty. If the page reference string is 1, 2, 3, 4, 2, 1, 5, 3, 2, 4, 6, the number of page faults using the optimal replacement policy is __________.",Operating System,Memory management and virtual memory.,2014
jh79d7g4en5bdqph8vs8pt3esn7sz4h4,Compiler Design,2014-cs-cs-q.34,"A canonical set of items is given below

S → L. > R
Q → R.

On input symbol < the set has",Compiler Design,"Lexical analysis, parsing, syntax-directed translation.",2014
jh71tm3bk27nkww652tfjs39xh7sybzy,Theory of Computation,2014-cs-cs-q.35,Let L be a language and L' be its complement. Which one of the following is NOT a viable possibility?,Theory of Computation,Turing machines and undecidability.,2014
jh7dsa0ftdyzhsfyj3hretvt357sz1m1,Theory of Computation,2014-cs-cs-q.36,"Which of the regular expressions given below represent the following DFA?

I) 0*1(1+00*1)*
II) 0*1*1+11*0*1
III) (0+1)*1",Theory of Computation,Regular expressions and finite automata.,2014
jh71v1z5r10gx04yjtjbas8nrd7szcg6,Discrete Mathematics,2014-cs-cs-q.37,"There are 5 bags labeled 1 to 5. All the coins in a given bag have the same weight. Some bags have coins of weight 10 gm, others have coins of weight 11 gm. I pick 1, 2, 4, 8, 16 coins respectively from bags 1 to 5. Their total weight comes out to 323 gm. Then the product of the labels of the bags having 11 gm coins is __________.",Engineering Mathematics,"Combinatorics: counting, recurrence relations, generating functions.",2014
jh73wh4vahz990p1qnp9xs9anh7sy623,Theory of Computation,2014-cs-cs-q.38,"Suppose a polynomial time algorithm is discovered that correctly computes the largest clique in a given graph. In this scenario, which one of the following represents the correct Venn diagram of the complexity classes P, NP and NP Complete (NPC)?",Theory of Computation,Turing machines and undecidability.,2014
jh7cahafkqrp37bn461f1hw8q57szhck,Algorithms,2014-cs-cs-q.39,The minimum number of comparisons required to find the minimum and the maximum of 100 numbers is __________.,Algorithms,Asymptotic worst case time and space complexity.,2014
jh77gqasdrx3zkzg9wd2yh4pax7syv96,Linear Algebra,2014-cs-cs-q.4,"Consider the following system of equations:

3x + 2y = 1
4x + 7z = 1
x + y + z = 3
x - 2y + 7z = 0

The number of solutions for this system is __________.",Engineering Mathematics,system of linear equations,2014
jh73tcvnv7x55whgkcs91z7qbn7szaf2,Algorithms,2014-cs-cs-q.40,"Consider a hash table with 9 slots. The hash function is h(k) = k mod 9. The collisions are resolved by chaining. The following 9 keys are inserted in the order: 5, 28, 19, 15, 20, 33, 12, 17, 10. The maximum, minimum, and average chain lengths in the hash table, respectively, are",Algorithms,"Searching, sorting, hashing.",2014
jh77t0fwasvkmgsvrcgm9389f17sy1bz,Algorithms,2014-cs-cs-q.41,"Consider the following C function in which size is the number of elements in the array E:

int MyX(int *E, unsigned int size)
{
    int Y = 0;
    int Z;
    int i, j, k;

    for(i = 0; i < size; i++)
        Y = Y + E[i];

    for(i = 0; i < size; i++)
        for(j = i; j < size; j++)
        {
            Z = 0;
            for(k = i; k <= j; k++)
                Z = Z + E[k];
            if (Z > Y)
                Y = Z;
        }
    return Y;
}

The value returned by the function MyX is the",Algorithms,"Algorithm design techniques: greedy, dynamic programming and divide-and-conquer.",2014
jh765d518kfnz5ms5rz79madzh7sycmy,Algorithms,2014-cs-cs-q.42,"Consider the following pseudo code. What is the total number of multiplications to be performed?

D = 2
for i = 1 to n do
  for j = i to n do
    for k = j + 1 to n do
      D = D * 3",Algorithms,Asymptotic worst case time and space complexity.,2014
jh77aktz8cycrcz2jt708rgccs7sykyq,Computer Organization and Architecture,2014-cs-cs-q.43,"Consider a 6-stage instruction pipeline, where all stages are perfectly balanced. Assume that there is no cycle-time overhead of pipelining. When an application is executing on this 6-stage pipeline, the speedup achieved with respect to non-pipelined execution if 25% of the instructions incur 2 pipeline stall cycles is __________.",Computer Organization and Architecture,"Instruction pipelining, pipeline hazards.",2014
jh70d4jgdxwwg5sxg4s2v2dm7d7sy55n,Computer Organization and Architecture,2014-cs-cs-q.44,An access sequence of cache block addresses is of length N and contains n unique block addresses. The number of unique block addresses between two consecutive accesses to the same block address is bounded above by k. What is the miss ratio if the access sequence is passed through a cache of associativity A ≥ k exercising least-recently-used replacement policy?,Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage;",2014
jh78vswng0dqa4y3z2rk9pna7x7syqsc,Digital Logic,2014-cs-cs-q.45,"Consider the 4-to-1 multiplexer with two select lines S₁ and S₀ given below.

The minimal sum-of-products form of the Boolean expression for the output F of the multiplexer is",Digital Logic,Combinational and sequential circuits.,2014
jh7747t3frcb02vwepycjbqc057sz1k9,Calculus,2014-cs-cs-q.46,The function f(x) = x sin x satisfies the following equation: f''(x) + f(x) + t cos x = 0. The value of t is __________.,Engineering Mathematics,"Limits, continuity and differentiability",2014
jh76qp892m56yn6rx5aat3x7h97sy08d,Calculus,2014-cs-cs-q.47,"A function f(x) is continuous in the interval [0,2]. It is known that f(0) = f(2) = −1 and f(1) = 1. Which one of the following statements must be true?",Engineering Mathematics,Mean value theorem,2014
jh7a7xejwrf7jg3zc6v10yg5897syqnr,Discrete Mathematics,2014-cs-cs-q.48,Four fair six-sided dice are rolled. The probability that the sum of the results being 22 is X/1296. The value of X is __________.,Engineering Mathematics,"Combinatorics: counting, recurrence relations, generating functions.",2014
jh7ay2ht0pafx8yv58ejencwtx7sy3jm,Discrete Mathematics,2014-cs-cs-q.49,"A pennant is a sequence of numbers, each number being 1 or 2. An n-pennant is a sequence of numbers with sum equal to n. For example, (1,1,2) is a 4-pennant. The set of all possible 1-pennants is {(1)}, the set of all possible 2-pennants is {(2), (1,1)}and the set of all 3-pennants is {(2,1), (1,1,1), (1,2)}. Note that the pennant (1,2) is not the same as the pennant (2,1). The number of 10-pennants is __________.",Engineering Mathematics,"Combinatorics: counting, recurrence relations, generating functions.",2014
jh785ea56bw901wwsjzpy7qj757szw78,Linear Algebra,2014-cs-cs-q.5,The value of the dot product of the eigenvectors corresponding to any pair of different eigenvalues of a 4-by-4 symmetric positive definite matrix is __________.,Engineering Mathematics,eigenvalues and eigenvectors,2014
jh78hzx9sfxfsyhbd6ebh2nc6s7sy3w4,Discrete Mathematics,2014-cs-cs-q.50,"Let S denote the set of all functions f: {0,1}⁴ → {0,1}. Denote by N the number of functions from S to the set {0,1}. The value of log₂ log₂ N is __________.",Engineering Mathematics,"Sets, relations, functions, partial orders and lattices.",2014
jh73j2pfcz01pvf9f6qcar9r2x7sy5jm,Discrete Mathematics,2014-cs-cs-q.51,"Consider an undirected graph G where self-loops are not allowed. The vertex set of G is {(i, j) : 1 ≤ i ≤ 12, 1 ≤ j ≤ 12}. There is an edge between (a, b) and (c, d) if |a - c| ≤ 1 and |b - d| ≤ 1. The number of edges in this graph is __________.",Engineering Mathematics,"Graphs: connectivity, matching, colouring.",2014
jh74yh1wpwmgrha5j899jb0t457sze9c,Discrete Mathematics,2014-cs-cs-q.52,"An ordered n-tuple (d₁, d₂, ..., dₙ) with d₁ ≥ d₂ ≥ ... ≥ dₙ is called graphic if there exists a simple undirected graph with n vertices having degrees d₁, d₂, ..., dₙ respectively. Which of the following 6-tuples is NOT graphic?",Engineering Mathematics,"Graphs: connectivity, matching, colouring.",2014
jh78gj1877956bz2xybhqxjh117sy9sp,Discrete Mathematics,2014-cs-cs-q.53,"Which one of the following propositional logic formulas is TRUE when exactly two of p, q, and r are TRUE?",Engineering Mathematics,Propositional and first order logic.,2014
jh7dm4wmpvt8ezeqezja6xqved7sze7d,Databases,2014-cs-cs-q.54,"Given the following schema:

employees(emp-id, first-name, last-name, hire-date, dept-id, salary)
departments(dept-id, dept-name, manager-id, location-id)

You want to display the last names and hire dates of all latest hires in their respective departments in the location ID 1700. You issue the following query:

SQL>SELECT last-name, hire-date
FROM employees
WHERE (dept-id, hire-date) IN
(SELECT dept-id, MAX(hire-date)
FROM employees JOIN departments USING(dept-id)
WHERE location-id = 1700
GROUP BY dept-id);

What is the outcome?",Databases,"Relational model: relational algebra, tuple calculus, SQL.",2014
